0	0.5770332799678723
1/300	0.5795052543253884
1/150	0.5818839148366466
1/100	0.5841876033505442
1/75	0.5864328762274331
1/60	0.5886346761129346
1/50	0.5908055765126985
7/300	0.5929555099299118
2/75	0.595090479746435
3/100	0.5972159756476463
1/30	0.5993363791542748
11/300	0.6014541595268885
1/25	0.6035701458108693
13/300	0.6056838811616798
7/150	0.6077935283509925
1/20	0.6098971058124641
4/75	0.6119928810838234
17/300	0.6140788928299437
3/50	0.6161530776287392
19/300	0.6182133874661695
1/15	0.620257654729661
7/100	0.6222840801498568
11/150	0.6242914536542834
23/300	0.6262786628583105
2/25	0.6282448142275073
1/12	0.6301892320199596
13/150	0.632111453257313
9/100	0.6340110006737071
7/75	0.6358879497587219
29/300	0.6377425281483842
1/10	0.6395750462989538
31/300	0.641385938995978
8/75	0.6431757470228843
11/100	0.6449451001143227
17/150	0.6466946369417511
7/60	0.6484250782203558
3/25	0.6501373506840789
37/300	0.6518323154179594
19/150	0.6535108519804649
13/100	0.655173848430265
2/15	0.6568221928294319
41/300	0.6584567660345516
7/50	0.6600783977971787
43/300	0.6616879090251964
11/75	0.663286199905828
3/20	0.6648740832258078
23/150	0.6664523428507996
47/300	0.668021731559269
4/25	0.6695829695021499
49/300	0.6711367432153835
1/6	0.6726837050705705
17/100	0.6742244134116157
13/75	0.6757594998516301
53/300	0.6772895333950897
9/50	0.6788150386359414
11/60	0.6803365078643532
14/75	0.6818544018724259
19/100	0.683369150888426
29/150	0.684881155606873
59/300	0.686390788302288
1/5	0.687898338367998
61/300	0.6894041801968925
31/150	0.6909086137327919
21/100	0.6924119153192588
16/75	0.6939143390783189
13/60	0.6954161180040634
11/50	0.696917465029512
67/300	0.6984185741053608
17/75	0.6999196193127268
23/100	0.7014207159483408
7/30	0.70292205307831
71/300	0.7044237634338659
6/25	0.7059259659984097
73/300	0.707428766799135
37/150	0.7089322596677662
1/4	0.7104365269729436
19/75	0.7119416403232286
77/300	0.7134476576135519
13/50	0.7149545954929313
79/300	0.7164625368771139
4/15	0.717971520889264
27/100	0.7194815792858076
41/150	0.7209927369225495
83/300	0.7225050121909833
7/25	0.7240184174329656
17/60	0.7255329593421888
43/150	0.7270486323714839
29/100	0.7285654074989238
22/75	0.7300833103088809
89/300	0.7316023323042349
3/10	0.7331224613482086
91/300	0.7346436818988691
23/75	0.7361659752336471
31/100	0.7376893196618383
47/150	0.7392136907305408
19/60	0.7407390493155249
8/25	0.7422653531383958
97/300	0.7437925973827169
49/150	0.7453207520011936
33/100	0.7468497853289989
1/3	0.7483796641899307
101/300	0.7499103539982412
17/50	0.7514418188562841
103/300	0.7529740216481297
26/75	0.7545069055740168
7/20	0.7560404334190152
53/150	0.7575745840043866
107/300	0.7591093196550786
9/25	0.7606446021243801
109/300	0.7621803926302582
11/30	0.7637166518909829
37/100	0.765253340160363
28/75	0.7667904172607145
113/300	0.7683278169496264
19/50	0.7698655165298036
23/60	0.7714034855316173
29/75	0.7729416857084385
39/100	0.7744800787515845
59/150	0.7760186262871668
119/300	0.7775572898821794
2/5	0.7790960310462459
121/300	0.7806348107287804
61/150	0.7821735590684785
41/100	0.7837122703325095
31/75	0.7852509088432361
5/12	0.7867894390985788
21/50	0.788327825756595
127/300	0.7898660336170452
32/75	0.7914040276095504
43/100	0.7929417727805574
13/30	0.7944792260215193
131/300	0.7960163380163547
11/25	0.7975530988255564
133/300	0.7990894767716599
67/150	0.8006254404380075
9/20	0.8021609586399687
34/75	0.8036960004058107
137/300	0.8052305349536039
23/50	0.8067645316757209
139/300	0.8082979450131125
7/15	0.8098307450301508
47/100	0.8113629188074312
71/150	0.812894439074223
143/300	0.8144252788245019
12/25	0.8159554112881443
29/60	0.8174848099074491
73/150	0.81901344831588
49/100	0.8205413003174218
